ward,category,year,cost,total_spent,perc_spending
2,Street Redesign,2019,101992.36,1319999.99,7.7266939979295
2,Street Resurfacing,2019,859996.36,1319999.99,65.15123988750939
2,Alleys,2020,69940.55,1319990.99,5.2985626818558815
2,Lighting,2020,359625.0,1319990.99,27.244504146198757
2,Misc.,2020,21942.0,1319990.99,1.6622840736208357
2,Misc. CDOT,2020,20000.0,1319990.99,1.5151618572790408
2,Parks,2020,197000.0,1319990.99,14.924344294198555
2,Pedestrian Infrastructure,2020,23400.0,1319990.99,1.772739373016478
2,Police Cameras,2020,30325.2,1319990.99,2.297379317717919
2,Street Redesign,2020,71379.83,1319990.99,5.40759978975311
2,Street Resurfacing,2020,526378.41,1319990.99,39.87742446635943
2,Alleys,2021,28196.45,1499999.99,1.8797633458650889
2,Lighting,2021,1900.0,1499999.99,0.1266666675111111
2,Misc.,2021,10971.0,1499999.99,0.7314000048760001
2,Misc. CDOT,2021,69368.96,1499999.99,4.624597364163983
2,Parks,2021,197305.52,1499999.99,13.153701421024675
2,Pedestrian Infrastructure,2021,1300.0,1499999.99,0.08666666724444445
2,Police Cameras,2021,148215.0,1499999.99,9.881000065873334
2,Sidewalk Repair,2021,21246.31,1499999.99,1.416420676109471
2,Street Redesign,2021,3132.39,1499999.99,0.20882600139217333
2,Street Resurfacing,2021,1018364.36,1499999.99,67.89095778593972
2,Alleys,2022,191581.97,1473949.74,12.997863142877586
2,Lighting,2022,157250.0,1473949.74,10.668613435896395
2,Misc.,2022,168212.0,1473949.74,11.41232943261688
2,Misc. CDOT,2022,282343.04000000004,1473949.74,19.15554054102279
2,Parks,2022,65000.0,1473949.74,4.409919703232214
2,Pedestrian Infrastructure,2022,1050.0,1473949.74,0.07123716443682808
2,Police Cameras,2022,49552.0,1473949.74,3.3618514020701955
2,Sidewalk Repair,2022,14878.86,1473949.74,1.0094550442405181
2,Street Redesign,2022,16450.0,1473949.74,1.1160489095103068
2,Street Resurfacing,2022,527631.87,1473949.74,35.797141224096286
3,Alleys,2019,177982.79,1297999.99,13.712079458490598
3,Misc.,2019,132000.0,1297999.99,10.169491603771123
3,Misc. CDOT,2019,33724.84,1297999.99,2.598215736503973
3,Pedestrian Infrastructure,2019,81625.26,1297999.99,6.288540880497233
3,Sidewalk Repair,2019,258521.93,1297999.99,19.916943913073528
3,Street Redesign,2019,35787.21,1297999.99,2.757104027404499
3,Street Resurfacing,2019,578357.96,1297999.99,44.55762438025905
3,Alleys,2020,468250.37,1319999.99,35.47351314752662
3,Lighting,2020,4540.24,1319999.99,0.343957578363315
3,Misc.,2020,505.0,1319999.99,0.03825757604740588
3,Misc. CDOT,2020,12433.87,1319999.99,0.941959855620908
3,Pedestrian Infrastructure,2020,99502.14,1319999.99,7.538040966197281
3,Sidewalk Repair,2020,217496.06999999998,1319999.99,16.476975124825568
3,Street Redesign,2020,11750.0,1319999.99,0.8901515218950874
3,Street Resurfacing,2020,505522.3,1319999.99,38.29714422952382
3,Alleys,2021,287685.7,1499999.99,19.17904679452698
3,Lighting,2021,137290.52,1499999.99,9.152701394351343
3,Misc. CDOT,2021,6336.13,1499999.99,0.42240866948272443
3,Pedestrian Infrastructure,2021,16727.48,1499999.99,1.1151653407677689
3,Police Cameras,2021,200677.0,1499999.99,13.378466755856444
3,Sidewalk Repair,2021,78100.15,1499999.99,5.2066767013778446
3,Street Redesign,2021,35250.0,1499999.99,2.3500000156666667
3,Street Resurfacing,2021,737933.01,1499999.99,49.19553432797023
3,Alleys,2022,516314.05,1499999.99,34.42093689613958
3,Lighting,2022,26257.68,1499999.99,1.75051201167008
3,Misc.,2022,31464.0,1499999.99,2.097600013984
3,Misc. CDOT,2022,2250.0,1499999.99,0.150000001
3,Pedestrian Infrastructure,2022,59536.759999999995,1499999.99,3.969117359794115
3,Sidewalk Repair,2022,63580.52,1499999.99,4.2387013615913425
3,Street Redesign,2022,11750.0,1499999.99,0.7833333385555555
3,Street Resurfacing,2022,788846.98,1499999.99,52.58979901726533
4,Alleys,2019,58877.22,1319999.99,4.46039548833633
4,Lighting,2019,55100.0,1319999.99,4.174242455865473
4,Misc. CDOT,2019,150.0,1319999.99,0.01136363644972452
4,Pedestrian Infrastructure,2019,130258.15,1319999.99,9.868041741424559
4,Sidewalk Repair,2019,90986.41,1319999.99,6.892909900703863
4,Street Resurfacing,2019,984628.21,1319999.99,74.59304677722005
4,Alleys,2020,469466.39,1319999.99,35.56563587549724
4,Lighting,2020,18500.0,1319999.99,1.4015151621326907
4,Misc.,2020,25000.0,1319999.99,1.89393940828742
4,Misc. CDOT,2020,750.0,1319999.99,0.05681818224862259
4,Pedestrian Infrastructure,2020,31552.5,1319999.99,2.3903409271995524
4,Police Cameras,2020,73446.0,1319999.99,5.564090951243114
4,Street Redesign,2020,5000.0,1319999.99,0.37878788165748395
4,Street Resurfacing,2020,696285.1,1319999.99,52.748871611733875
4,Alleys,2021,409943.97,1499999.99,27.32959818219732
4,Lighting,2021,1000.0,1499999.99,0.06666666711111112
4,Misc.,2021,35000.0,1499999.99,2.333333348888889
4,Misc. CDOT,2021,195664.71999999997,1499999.99,13.044314753628763
4,Parks,2021,81140.0,1499999.99,5.409333369395556
4,Pedestrian Infrastructure,2021,122588.9,1499999.99,8.172593387817289
4,Police Cameras,2021,214012.0,1499999.99,14.267466761783112
4,Sidewalk Repair,2021,29753.04,1499999.99,1.9835360132235735
4,Street Redesign,2021,30513.92,1499999.99,2.0342613468950757
4,Street Resurfacing,2021,380383.44,1499999.99,25.358896169059307
4,Alleys,2022,364591.82,1499999.99,24.306121495374143
4,Lighting,2022,168000.0,1499999.99,11.200000074666667
4,Misc.,2022,172605.9,1499999.99,11.507060076713733
4,Misc. CDOT,2022,55323.65,1499999.99,3.688243357921622
4,Parks,2022,75000.0,1499999.99,5.000000033333333
4,Pedestrian Infrastructure,2022,34333.07,1499999.99,2.2888713485924757
4,Sidewalk Repair,2022,112304.3,1499999.99,7.486953383246356
4,Street Redesign,2022,63586.08,1499999.99,4.23907202826048
4,Street Resurfacing,2022,454255.17,1499999.99,30.28367820189119
5,Alleys,2019,23995.1,1319999.99,1.8178106198318986
5,Lighting,2019,410000.0,1319999.99,31.060606295913683
5,Misc.,2019,363000.0,1319999.99,27.500000208333336
5,Police Cameras,2019,74328.0,1319999.99,5.630909133567494
5,Sidewalk Repair,2019,76081.51,1319999.99,5.763750801240536
5,Street Resurfacing,2019,372595.38,1319999.99,28.226922941113052
5,Alleys,2020,24048.41,1319999.99,1.8218492562261306
5,Lighting,2020,870000.0,1319999.99,65.9090914084022
5,Pedestrian Infrastructure,2020,13299.51,1319999.99,1.0075386439965048
5,Sidewalk Repair,2020,9824.8,1319999.99,0.7443030359416897
5,Street Resurfacing,2020,402827.27,1319999.99,30.51721765543347
5,Alleys,2021,623900.21,1499999.99,41.59334761062232
5,Lighting,2021,465000.0,1499999.99,31.000000206666666
5,Pedestrian Infrastructure,2021,11756.85,1499999.99,0.7837900052252668
5,Police Cameras,2021,214482.0,1499999.99,14.298800095325333
5,Sidewalk Repair,2021,56135.0,1499999.99,3.7423333582822225
5,Street Redesign,2021,4700.0,1499999.99,0.3133333354222222
5,Street Resurfacing,2021,124025.93,1499999.99,8.26839538845597
5,Alleys,2022,247303.83,1401641.6600000001,17.643869831894122
5,Lighting,2022,431900.0,1401641.6600000001,30.81386721910078
5,Misc.,2022,38971.0,1401641.6600000001,2.780382540855699
5,Misc. CDOT,2022,1560.0,1401641.6600000001,0.11129806173141286
5,Pedestrian Infrastructure,2022,72786.28,1401641.6600000001,5.192930695281987
5,Police Cameras,2022,24776.0,1401641.6600000001,1.767641524011208
5,Street Resurfacing,2022,584344.55,1401641.6600000001,41.690010127124786
6,Alleys,2019,71799.94,1319999.9899999998,5.439389435146891
6,Misc.,2019,25500.0,1319999.9899999998,1.9318181964531684
6,Police Cameras,2019,24776.0,1319999.9899999998,1.8769697111891648
6,Sidewalk Repair,2019,47908.7,1319999.9899999998,3.6294469971927805
6,Street Resurfacing,2019,1150015.3499999999,1319999.9899999998,87.12237566001801
6,Alleys,2020,1400.0,1319999.99,0.1060606068640955
6,Pedestrian Infrastructure,2020,28785.33,1319999.99,2.1807068347023244
6,Police Cameras,2020,24776.0,1319999.99,1.8769697111891643
6,Sidewalk Repair,2020,152653.93,1319999.99,11.564691754277966
6,Street Redesign,2020,4700.0,1319999.99,0.3560606087580349
6,Street Resurfacing,2020,1107684.73,1319999.99,83.91551048420841
6,Alleys,2021,96160.68,1499999.99,6.41071204273808
6,Lighting,2021,276697.26,1499999.99,18.44648412297656
6,Misc. CDOT,2021,5270.57,1499999.99,0.35137133567580886
6,Sidewalk Repair,2021,275396.31,1499999.99,18.35975412239836
6,Street Redesign,2021,4700.0,1499999.99,0.3133333354222222
6,Street Resurfacing,2021,841775.17,1499999.99,56.118345040788974
6,Alleys,2022,36509.97,1499999.99,2.4339980162266532
6,Lighting,2022,252.74,1499999.99,0.016849333445662223
6,Misc.,2022,37100.42,1499999.99,2.473361349822409
6,Misc. CDOT,2022,31545.29,1499999.99,2.103019347353462
6,Sidewalk Repair,2022,323928.91000000003,1499999.99,21.595260810635075
6,Street Redesign,2022,2350.0,1499999.99,0.1566666677111111
6,Street Resurfacing,2022,1068312.66,1499999.99,71.22084447480562
7,Alleys,2019,23024.440000000002,1319999.99,1.7442757707899683
7,Lighting,2019,500.0,1319999.99,0.0378787881657484
7,Misc.,2019,43335.54,1319999.99,3.2829954794166323
7,Misc. CDOT,2019,2672.57,1319999.99,0.2024674257762684
7,Police Cameras,2019,24776.0,1319999.99,1.8769697111891643
7,Sidewalk Repair,2019,233025.2,1319999.99,17.653424376162306
7,Street Redesign,2019,16450.0,1319999.99,1.2462121306531222
7,Street Resurfacing,2019,976216.24,1319999.99,73.95577631784678
7,Alleys,2020,22601.07,1319999.99,1.7122022856985022
7,Lighting,2020,109200.0,1319999.99,8.272727335399448
7,Misc. CDOT,2020,22008.190000000002,1319999.99,1.6672871338430846
7,Sidewalk Repair,2020,141539.84,1319999.99,10.722715232747843
7,Street Redesign,2020,11000.0,1319999.99,0.8333333396464647
7,Street Resurfacing,2020,1013650.89,1319999.99,76.79173467266466
7,Alleys,2021,215396.13,1499999.99,14.359742095731615
7,Lighting,2021,355000.0,1499999.99,23.666666824444444
7,Misc. CDOT,2021,122553.24,1499999.99,8.170216054468108
7,Sidewalk Repair,2021,149138.84,1499999.99,9.942589399617264
7,Street Redesign,2021,9400.0,1499999.99,0.6266666708444444
7,Street Resurfacing,2021,648511.78,1499999.99,43.23411895489413
7,Alleys,2022,32406.4,1455960.75,2.2257742868411805
7,Lighting,2022,2000.0,1455960.75,0.1373663404044374
7,Misc. CDOT,2022,660.0,1455960.75,0.04533089233346435
7,Sidewalk Repair,2022,371104.14999999997,1455960.75,25.4886094971997
7,Street Redesign,2022,18800.0,1455960.75,1.2912435998017118
7,Street Resurfacing,2022,1002648.4099999999,1455960.75,68.86507139701395
7,Viaducts,2022,28341.79,1455960.75,1.94660398640554
8,Alleys,2019,10214.48,1319999.9900000002,0.7738242482865472
8,Lighting,2019,121636.67,1319999.9900000002,9.214899312234085
8,Misc.,2019,405000.0,1319999.9900000002,30.681818414256195
8,Misc. CDOT,2019,500.0,1319999.9900000002,0.03787878816574839
8,Sidewalk Repair,2019,37564.17,1319999.9900000002,2.845770476104321
8,Street Redesign,2019,16450.0,1319999.9900000002,1.246212130653122
8,Street Resurfacing,2019,728634.67,1319999.9900000002,55.199596630299965
8,Alleys,2020,3503.58,1319999.99,0.2654227292835055
8,Lighting,2020,353863.32999999996,1319999.99,26.807828233392634
8,Pedestrian Infrastructure,2020,8579.14,1319999.99,0.6499348534085974
8,Sidewalk Repair,2020,11981.1,1319999.99,0.9076590977852963
8,Street Redesign,2020,39950.0,1319999.99,3.0265151744432965
8,Street Resurfacing,2020,902122.84,1319999.99,68.34263991168666
8,Alleys,2021,6921.62,1497199.99,0.462304304450336
8,Lighting,2021,331204.83,1497199.99,22.12161583036078
8,Misc.,2021,2052.09,1497199.99,0.13706184969985205
8,Misc. CDOT,2021,1200.0,1497199.99,0.08014961314553576
8,Pedestrian Infrastructure,2021,40741.11,1497199.99,2.7211535046830986
8,Police Cameras,2021,156793.0,1497199.99,10.47241524493999
8,Sidewalk Repair,2021,98793.5,1497199.99,6.598550671911239
8,Street Redesign,2021,25850.0,1497199.99,1.726556249843416
8,Street Resurfacing,2021,833643.84,1497199.99,55.68019273096575
8,Alleys,2022,4900.0,1499999.9900000002,0.3266666688444444
8,Lighting,2022,174745.17,1499999.9900000002,11.64967807766452
8,Misc.,2022,23168.09,1499999.9900000002,1.5445393436302621
8,Misc. CDOT,2022,600.0,1499999.9900000002,0.04000000026666666
8,Sidewalk Repair,2022,112009.38,1499999.9900000002,7.467292049781945
8,Street Redesign,2022,43620.25,1499999.9900000002,2.908016686053444
8,Street Resurfacing,2022,1140957.1,1499999.9900000002,76.06380717375872
9,Alleys,2019,123246.11,1319999.99,9.33682658588505
9,Sidewalk Repair,2019,252620.93000000002,1319999.99,19.13794938740871
9,Street Resurfacing,2019,944132.95,1319999.99,71.52522402670624
9,Alleys,2020,2100.0,1319999.99,0.15909091029614325
9,Lighting,2020,500.0,1319999.99,0.0378787881657484
9,Misc.,2020,10671.16,1319999.99,0.8084212182456153
9,Sidewalk Repair,2020,214759.61,1319999.99,16.26966754749748
9,Street Redesign,2020,100000.0,1319999.99,7.57575763314968
9,Street Resurfacing,2020,991969.22,1319999.99,75.14918390264533
9,Alleys,2021,197762.35,1499999.9900000002,13.184156754561045
9,Sidewalk Repair,2021,217873.27000000002,1499999.9900000002,14.52488476349923
9,Street Resurfacing,2021,1084364.37,1499999.9900000002,72.29095848193971
9,Alleys,2022,76684.82,1499521.1800000002,5.113953775564544
9,Misc. CDOT,2022,750.0,1499521.1800000002,0.050015965763151135
9,Sidewalk Repair,2022,160293.05,1499521.1800000002,10.68961560116143
9,Street Resurfacing,2022,1261793.31,1499521.1800000002,84.14641465751087
10,Alleys,2019,230645.97,1319999.99,17.47317967782712
10,Pedestrian Infrastructure,2019,350.0,1319999.99,0.026515151716023876
10,Police Cameras,2019,49552.0,1319999.99,3.7539394223783287
10,Sidewalk Repair,2019,262030.23,1319999.99,19.85077515038466
10,Street Redesign,2019,34298.06,1319999.99,2.5983378984722565
10,Street Resurfacing,2019,743123.73,1319999.99,56.29725269922161
10,Alleys,2020,116062.83,1319999.99,8.792638702974536
10,Beautification,2020,10000.0,1319999.99,0.7575757633149679
10,Sidewalk Repair,2020,95150.06,1319999.99,7.2083379333965
10,Street Redesign,2020,28896.02,1319999.99,2.189092440826458
10,Street Resurfacing,2020,1069891.08,1319999.99,81.05235515948755
10,Alleys,2021,146452.51,1499999.99,9.763500731756672
10,Beautification,2021,35000.0,1499999.99,2.333333348888889
10,Lighting,2021,1000.0,1499999.99,0.06666666711111112
10,Misc.,2021,2441.42,1499999.99,0.1627613344184089
10,Misc. CDOT,2021,1320.0,1499999.99,0.08800000058666667
10,Police Cameras,2021,10971.0,1499999.99,0.7314000048760001
10,Sidewalk Repair,2021,545173.82,1499999.99,36.3449215756328
10,Street Redesign,2021,81840.32,1499999.99,5.456021369706809
10,Street Resurfacing,2021,675800.92,1499999.99,45.05339496702263
10,Alleys,2022,35825.91,1499999.99,2.388394015922627
10,Beautification,2022,25000.0,1499999.99,1.6666666777777779
10,Misc.,2022,37299.58,1499999.99,2.486638683244258
10,Misc. CDOT,2022,660.0,1499999.99,0.044000000293333334
10,Sidewalk Repair,2022,273535.36,1499999.99,18.23569078823794
10,Street Redesign,2022,46902.15,1499999.99,3.1268100208454004
10,Street Resurfacing,2022,1073888.77,1499999.99,71.59258514395057
10,Viaducts,2022,6888.22,1499999.99,0.45921466972809777
11,Alleys,2019,276523.62,1319999.99,20.94875924961181
11,Bicycle Infrastructure,2019,150000.0,1319999.99,11.363636449724519
11,Lighting,2019,20600.0,1319999.99,1.560606072428834
11,Misc.,2019,1507.66,1319999.99,0.11421666753194445
11,Misc. CDOT,2019,48909.65,1319999.99,3.7052765432217925
11,Pedestrian Infrastructure,2019,15000.0,1319999.99,1.1363636449724517
11,Police Cameras,2019,49552.0,1319999.99,3.7539394223783287
11,Sidewalk Repair,2019,84301.89,1319999.99,6.386506866564446
11,Street Redesign,2019,39634.12,1319999.99,3.002584871231704
11,Street Resurfacing,2019,481578.83999999997,1319999.99,36.483245730933675
11,Viaducts,2019,152392.21,1319999.99,11.544864481400488
11,Alleys,2020,365827.63,1319999.9900000002,27.71421460389556
11,Lighting,2020,175400.0,1319999.9900000002,13.287878888544535
11,Police Cameras,2020,49552.0,1319999.9900000002,3.7539394223783282
11,Sidewalk Repair,2020,116120.9,1319999.9900000002,8.797037945432104
11,Street Redesign,2020,20491.88,1319999.9900000002,1.5524151632758723
11,Street Resurfacing,2020,592607.5800000001,1319999.9900000002,44.89451397647359
11,Alleys,2021,375500.71,1499999.99,25.033380833555874
11,Lighting,2021,12500.0,1499999.99,0.8333333388888889
11,Misc.,2021,56427.35,1499999.99,3.7618233584121556
11,Misc. CDOT,2021,6009.28,1499999.99,0.40061866933745777
11,Parks,2021,172829.0,1499999.99,11.521933410146223
11,Pedestrian Infrastructure,2021,82500.0,1499999.99,5.500000036666667
11,Police Cameras,2021,206345.0,1499999.99,13.756333425042222
11,Sidewalk Repair,2021,17191.399999999998,1499999.99,1.1460933409739553
11,Street Redesign,2021,177327.79,1499999.99,11.821852745479019
11,Street Resurfacing,2021,336855.85,1499999.99,22.457056816380376
11,Viaducts,2021,56513.61,1499999.99,3.7675740251171606
11,Alleys,2022,693587.66,1499999.99,46.23917764159452
11,Lighting,2022,17300.0,1499999.99,1.1533333410222222
11,Pedestrian Infrastructure,2022,66248.58,1499999.99,4.416572029443814
11,Police Cameras,2022,1800.0,1499999.99,0.1200000008
11,Sidewalk Repair,2022,309817.64,1499999.99,20.654509471030064
11,Street Redesign,2022,199056.0,1499999.99,13.270400088469334
11,Street Resurfacing,2022,212190.11,1499999.99,14.146007427640047
12,Alleys,2019,237522.28,1319999.99,17.994112257531153
12,Lighting,2019,2000.0,1319999.99,0.1515151526629936
12,Misc.,2019,97300.0,1319999.99,7.371212177054638
12,Police Cameras,2019,74328.0,1319999.99,5.630909133567494
12,Sidewalk Repair,2019,266302.91,1319999.99,20.174463031624718
12,Street Redesign,2019,23500.0,1319999.99,1.7803030437901748
12,Street Resurfacing,2019,606983.32,1319999.99,45.98358519684534
12,Viaducts,2019,12063.48,1319999.99,0.9139000069234848
12,Alleys,2020,351863.7,1319999.99,26.656341111032887
12,Lighting,2020,505000.0,1319999.99,38.25757604740588
12,Sidewalk Repair,2020,31210.170000000002,1319999.99,2.3644068360939916
12,Street Redesign,2020,97237.74,1319999.99,7.366495510352239
12,Street Resurfacing,2020,334688.38,1319999.99,25.355180495115004
12,Alleys,2021,631921.78,1499999.9900000002,42.12811894752079
12,Lighting,2021,4850.0,1499999.9900000002,0.3233333354888888
12,Misc.,2021,21942.0,1499999.9900000002,1.4628000097519998
12,Parks,2021,7245.0,1499999.9900000002,0.48300000322
12,Pedestrian Infrastructure,2021,600.0,1499999.9900000002,0.04000000026666666
12,Police Cameras,2021,49552.0,1499999.9900000002,3.3034666886897774
12,Sidewalk Repair,2021,172717.16999999998,1499999.9900000002,11.514478076763185
12,Street Redesign,2021,56659.12,1499999.9900000002,3.777274691848498
12,Street Resurfacing,2021,554512.92,1499999.9900000002,36.967528246450186
12,Alleys,2022,489906.29,1499999.99,32.66041955106947
12,Lighting,2022,500.0,1499999.99,0.03333333355555556
12,Misc.,2022,9029.66,1499999.99,0.6019773373465156
12,Misc. CDOT,2022,150.0,1499999.99,0.010000000066666667
12,Parks,2022,108105.4,1499999.99,7.207026714713511
12,Sidewalk Repair,2022,13307.580000000002,1499999.99,0.8871720059144802
12,Street Redesign,2022,7050.0,1499999.99,0.47000000313333334
12,Street Resurfacing,2022,857953.28,1499999.99,57.19688571464591
12,Viaducts,2022,13997.78,1499999.99,0.933185339554569
13,Alleys,2019,260880.6,1319999.99,19.76368196790668
13,Lighting,2019,4100.0,1319999.99,0.31060606295913684
13,Misc.,2019,40500.0,1319999.99,3.0681818414256203
13,Misc. CDOT,2019,15500.0,1319999.99,1.1742424331382002
13,Parks,2019,240000.0,1319999.99,18.181818319559227
13,Sidewalk Repair,2019,345343.88,1319999.99,26.162415349715268
13,Street Redesign,2019,7050.0,1319999.99,0.5340909131370524
13,Street Resurfacing,2019,406625.51,1319999.99,30.804963112158813
13,Alleys,2020,32844.1,1319999.99,2.4881894127893136
13,Lighting,2020,8.93,1319999.99,0.0006765151566402663
13,Misc.,2020,11000.0,1319999.99,0.8333333396464647
13,Parks,2020,625000.0,1319999.99,47.34848520718549
13,Pedestrian Infrastructure,2020,350.0,1319999.99,0.026515151716023876
13,Sidewalk Repair,2020,167546.85,1319999.99,12.692943277976843
13,Street Redesign,2020,4700.0,1319999.99,0.3560606087580349
13,Street Resurfacing,2020,478550.11,1319999.99,36.253796486771186
13,Alleys,2021,170335.51,1499999.99,11.355700742371338
13,Lighting,2021,9341.07,1499999.99,0.6227380041515866
13,Misc.,2021,89364.14,1499999.99,5.957609373050729
13,Misc. CDOT,2021,660.0,1499999.99,0.044000000293333334
13,Parks,2021,200000.0,1499999.99,13.333333422222223
13,Sidewalk Repair,2021,370270.06,1499999.99,24.68467083123114
13,Street Resurfacing,2021,660029.21,1499999.99,44.00194762667965
13,Alleys,2022,192086.94,1499999.99,12.805796085371973
13,Lighting,2022,5450.0,1499999.99,0.3633333357555556
13,Misc.,2022,37638.89,1499999.99,2.509259350061729
13,Misc. CDOT,2022,1320.0,1499999.99,0.08800000058666667
13,Parks,2022,275000.0,1499999.99,18.333333455555557
13,Police Cameras,2022,1800.0,1499999.99,0.1200000008
13,Sidewalk Repair,2022,194614.64,1499999.99,12.97430941982873
13,Street Resurfacing,2022,792089.52,1499999.99,52.80596835203979
14,Alleys,2019,34942.35,1319999.99,2.6471477473268767
14,Sidewalk Repair,2019,701518.54,1319999.99,53.14534434201019
14,Street Redesign,2019,30550.0,1319999.99,2.314393956927227
14,Street Resurfacing,2019,552989.1,1319999.99,41.893113953735714
14,Alleys,2021,191024.76,1499999.99,12.734984084899894
14,Misc. CDOT,2021,761.0,1499999.99,0.05073333367155556
14,Police Cameras,2021,24776.0,1499999.99,1.6517333443448892
14,Sidewalk Repair,2021,259600.94,1499999.99,17.30672944871153
14,Street Redesign,2021,18800.0,1499999.99,1.2533333416888888
14,Street Resurfacing,2021,1005037.29,1499999.99,67.00248644668324
14,Alleys,2022,176041.51,1499999.99,11.73610074490734
14,Lighting,2022,1694.3,1499999.99,0.11295333408635555
14,Sidewalk Repair,2022,416898.77,1499999.99,27.793251518621677
14,Street Redesign,2022,25718.39,1499999.99,1.7145593447637288
14,Street Resurfacing,2022,879647.02,1499999.99,58.643135057620896
14,Lighting,2020,305.7,1319999.99,0.023159091084538567
14,Pedestrian Infrastructure,2020,24923.36,1319999.99,1.8881333476373738
14,Sidewalk Repair,2020,419709.77,1319999.99,31.796194937849965
14,Street Redesign,2020,16450.0,1319999.99,1.2462121306531222
14,Street Resurfacing,2020,858611.16,1319999.99,65.04630049277502
15,Alleys,2019,52602.869999999995,1319999.99,3.9850659392808025
15,Lighting,2019,80791.9,1319999.99,6.120598531216656
15,Misc.,2019,271000.0,1319999.99,20.53030318583563
15,Sidewalk Repair,2019,908622.9,1319999.99,68.83506870329597
15,Street Redesign,2019,2350.0,1319999.99,0.17803030437901746
15,Street Resurfacing,2019,4632.32,1319999.99,0.3509333359919192
15,Alleys,2020,411452.05,1319999.99,31.17061008462583
15,Lighting,2020,113235.39,1319999.99,8.578438701351807
15,Parks,2020,48585.93,1319999.99,3.68075230061176
15,Sidewalk Repair,2020,20895.739999999998,1319999.99,1.5830106180531107
15,Street Redesign,2020,155428.93,1319999.99,11.774919028597871
15,Street Resurfacing,2020,570401.95,1319999.99,43.21226926675961
15,Alleys,2021,1305840.07,1492754.99,87.47852653301129
15,Lighting,2021,22350.0,1492754.99,1.4972316387969336
15,Misc.,2021,814.97,1492754.99,0.054595027680999414
15,Misc. CDOT,2021,660.0,1492754.99,0.044213551749708105
15,Sidewalk Repair,2021,57255.6,1492754.99,3.835565808425132
15,Street Resurfacing,2021,105834.34999999999,1492754.99,7.089867440335938
15,Alleys,2022,586620.42,1499999.9900000002,39.10802826072018
15,Lighting,2022,298000.0,1499999.9900000002,19.86666679911111
15,Sidewalk Repair,2022,22557.530000000002,1499999.9900000002,1.5038353433589022
15,Street Redesign,2022,2350.0,1499999.9900000002,0.1566666677111111
15,Street Resurfacing,2022,590472.04,1499999.9900000002,39.36480292909868
16,Alleys,2020,224923.81,1319999.99,17.039682704846083
16,Street Resurfacing,2020,1095076.18,1319999.99,82.96031729515391
16,Alleys,2021,146620.05,1499999.99,9.774670065164466
16,Lighting,2021,190000.0,1499999.99,12.66666675111111
16,Misc. CDOT,2021,300.0,1499999.99,0.020000000133333334
16,Street Resurfacing,2021,1163079.94,1499999.99,77.53866318359108
16,Alleys,2022,307437.13,1499999.99,20.495808803305394
16,Misc.,2022,3337.87,1499999.99,0.22252466815016445
